Transaction_ID,Date,Amount,Category,Type,Payment_Mode,Merchant,Notes,Month_Num,Month_Name,Day_of_Week,Week_Number,Spend_Bucket,Is_Weekend,Is_Anomaly,Quarter
TXN10617,2024-08-11,773.06,Entertainment,Want,PhonePe,PVR Cinemas,PVR Cinemas payment,8,August,Sunday,32,Medium,Yes,No,Q3
TXN10569,2024-07-24,23.81,Transport,Need,BHIM UPI,Rapido,Rapido payment,7,July,Wednesday,30,Small,No,No,Q3
TXN10759,2024-09-24,890.64,Entertainment,Want,PhonePe,BookMyShow,BookMyShow payment,9,September,Tuesday,39,Medium,No,No,Q3
TXN10017,2024-01-08,3428.1,Shopping,Want,GPay,Amazon,Amazon payment,1,January,Monday,2,Large,No,No,Q1
TXN10127,2024-02-20,553.47,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,2,February,Tuesday,8,Medium,No,No,Q1
TXN10322,2024-05-14,1062.24,Miscellaneous,Want,Paytm,Salon,Salon payment,5,May,Tuesday,20,Medium,No,No,Q2
TXN10255,2024-04-16,475.77,Subscriptions,Want,PhonePe,Hotstar,Hotstar payment,4,April,Tuesday,16,Small,No,No,Q2
TXN10688,2024-09-02,3164.25,Entertainment,Need,Paytm,Tata Sky,Tata Sky payment,9,September,Monday,36,Large,No,No,Q3
TXN10984,2024-12-21,2639.34,Shopping,Want,PhonePe,Myntra,Myntra payment,12,December,Saturday,51,Large,Yes,No,Q4
TXN10190,2024-03-21,321.21,Food & Dining,Need,PhonePe,Local Dhaba,Local Dhaba payment,3,March,Thursday,12,Small,No,No,Q1
TXN10115,2024-02-16,179.96,Food & Dining,Need,GPay,McDonald's,McDonald's payment,2,February,Friday,7,Small,No,No,Q1
TXN10631,2024-08-13,2701.86,Bills & Utilities,Need,GPay,Tata Sky,Tata Sky payment,8,August,Tuesday,33,Large,No,No,Q3
TXN10606,2024-08-07,385.96,Entertainment,Want,GPay,BookMyShow,BookMyShow payment,8,August,Wednesday,32,Small,No,No,Q3
TXN10180,2024-03-17,1962.39,Miscellaneous,Want,PhonePe,Temple,Temple payment,3,March,Sunday,11,Medium,Yes,No,Q1
TXN10301,2024-05-05,94.59,Miscellaneous,Want,Amazon Pay,Gift,Gift payment,5,May,Sunday,18,Small,Yes,No,Q2
TXN10940,2024-11-28,1098.19,Miscellaneous,Want,PhonePe,Salon,Salon payment,11,November,Thursday,48,Medium,No,No,Q4
TXN10728,2024-09-14,335.09,Food & Dining,Need,BHIM UPI,McDonald's,McDonald's payment,9,September,Saturday,37,Small,Yes,No,Q3
TXN10739,2024-09-17,631.27,Groceries,Need,GPay,Zepto,Zepto payment,9,September,Tuesday,38,Medium,No,No,Q3
TXN10973,2024-12-18,2284.67,Bills & Utilities,Need,GPay,LPG Booking,LPG Booking payment,12,December,Wednesday,51,Large,No,No,Q4
TXN10787,2024-10-04,514.4,Shopping,Want,GPay,Myntra,Myntra payment,10,October,Friday,40,Medium,No,No,Q4
TXN10517,2024-07-09,669.5,Subscriptions,Want,Paytm,Netflix,Netflix payment,7,July,Tuesday,28,Medium,No,No,Q3
TXN10045,2024-01-18,772.55,Travel,Want,BHIM UPI,OYO,OYO payment,1,January,Thursday,3,Medium,No,No,Q1
TXN10926,2024-11-24,6584.34,Education,Need,GPay,Books & Stationery,Books & Stationery payment,11,November,Sunday,47,Large,Yes,No,Q4
TXN10157,2024-03-06,297.43,Miscellaneous,Want,BHIM UPI,Gift,Gift payment,3,March,Wednesday,10,Small,No,No,Q1
TXN10760,2024-09-24,528.02,Shopping,Want,BHIM UPI,Amazon,Amazon payment,9,September,Tuesday,39,Medium,No,No,Q3
TXN10171,2024-03-12,3256.71,Travel,Want,GPay,OYO,OYO payment,3,March,Tuesday,11,Large,No,No,Q1
TXN10016,2024-01-07,2094.24,Miscellaneous,Want,PhonePe,ATM Withdrawal,ATM Withdrawal payment,1,January,Sunday,1,Large,Yes,No,Q1
TXN10511,2024-07-08,1207.15,Education,Need,PhonePe,Coursera,Coursera payment,7,July,Monday,28,Medium,No,No,Q3
TXN10048,2024-01-18,552.79,Subscriptions,Want,GPay,Netflix,Netflix payment,1,January,Thursday,3,Medium,No,No,Q1
TXN10991,2024-12-23,269.68,Subscriptions,Want,PhonePe,iCloud,iCloud payment,12,December,Monday,52,Small,No,No,Q4
TXN10857,2024-10-28,6173.68,Education,Need,BHIM UPI,Books & Stationery,Books & Stationery payment,10,October,Monday,44,Large,No,No,Q4
TXN10515,2024-07-09,354.71,Food & Dining,Need,Paytm,Dominos,Dominos payment,7,July,Tuesday,28,Small,No,No,Q3
TXN10911,2024-11-19,1234.91,Travel,Want,Paytm,OYO,OYO payment,11,November,Tuesday,47,Medium,No,No,Q4
TXN10480,2024-06-28,463.09,Groceries,Need,Paytm,Blinkit,Blinkit payment,6,June,Friday,26,Small,No,No,Q2
TXN10283,2024-04-27,2913.87,Shopping,Want,GPay,Nykaa,Nykaa payment,4,April,Saturday,17,Large,Yes,No,Q2
TXN10734,2024-09-15,1230.55,Entertainment,Want,BHIM UPI,BookMyShow,BookMyShow payment,9,September,Sunday,37,Medium,Yes,No,Q3
TXN10669,2024-08-25,8411.47,Travel,Want,GPay,Yatra,Yatra payment,8,August,Sunday,34,Large,Yes,Yes,Q3
TXN10225,2024-04-05,1697.19,Education,Need,GPay,Coursera,Coursera payment,4,April,Friday,14,Medium,No,No,Q2
TXN10026,2024-01-11,588.34,Transport,Need,PhonePe,Local Auto,Local Auto payment,1,January,Thursday,2,Medium,No,No,Q1
TXN10798,2024-10-09,2465.01,Groceries,Need,BHIM UPI,DMart,DMart payment,10,October,Wednesday,41,Large,No,No,Q4
TXN10437,2024-06-20,281.49,Subscriptions,Want,GPay,LinkedIn Premium,LinkedIn Premium payment,6,June,Thursday,25,Small,No,No,Q2
TXN10969,2024-12-16,740.03,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,12,December,Monday,51,Medium,No,No,Q4
TXN10364,2024-05-26,246.39,Food & Dining,Need,Amazon Pay,Zomato,Zomato payment,5,May,Sunday,21,Small,Yes,No,Q2
TXN10229,2024-04-08,4565.93,Travel,Want,GPay,MakeMyTrip,MakeMyTrip payment,4,April,Monday,15,Large,No,No,Q2
TXN10037,2024-01-14,590.22,Transport,Need,Paytm,Rapido,Rapido payment,1,January,Sunday,2,Medium,Yes,No,Q1
TXN10985,2024-12-21,524.59,Transport,Need,GPay,Rapido,No Description,12,December,Saturday,51,Medium,Yes,No,Q4
TXN10374,2024-06-03,879.43,Subscriptions,Want,Paytm,Netflix,Netflix payment,6,June,Monday,23,Medium,No,No,Q2
TXN10469,2024-06-25,248.96,Transport,Need,GPay,Local Auto,Local Auto payment,6,June,Tuesday,26,Small,No,No,Q2
TXN10987,2024-12-21,885.66,Groceries,Need,GPay,Local Kirana,Local Kirana payment,12,December,Saturday,51,Medium,Yes,No,Q4
TXN10867,2024-11-03,2463.23,Shopping,Want,Paytm,Ajio,Ajio payment,11,November,Sunday,44,Large,Yes,No,Q4
TXN10908,2024-11-18,4741.98,Travel,Want,BHIM UPI,Yatra,Yatra payment,11,November,Monday,47,Large,No,No,Q4
TXN10741,2024-09-17,17647.18,Shopping,Want,PhonePe,Amazon,Amazon payment,9,September,Tuesday,38,Large,No,Yes,Q3
TXN10194,2024-03-22,780.27,Bills & Utilities,Need,Amazon Pay,Airtel,Airtel payment,3,March,Friday,12,Medium,No,No,Q1
TXN10934,2024-11-27,310.43,Food & Dining,Need,PhonePe,Dominos,Dominos payment,11,November,Wednesday,48,Small,No,No,Q4
TXN10881,2024-11-09,649.57,Transport,Need,PhonePe,IRCTC,IRCTC payment,11,November,Saturday,45,Medium,Yes,No,Q4
TXN10503,2024-07-06,5315.09,Education,Need,Paytm,upGrad,upGrad payment,7,July,Saturday,27,Large,Yes,No,Q3
TXN10989,2024-12-22,1542.14,Entertainment,Want,GPay,Spotify,Spotify payment,12,December,Sunday,51,Medium,Yes,No,Q4
TXN10847,2024-10-26,5921.59,Travel,Want,Amazon Pay,MakeMyTrip,MakeMyTrip payment,10,October,Saturday,43,Large,Yes,No,Q4
TXN10579,2024-07-26,7453.29,Education,Need,PhonePe,College Fees,College Fees payment,7,July,Friday,30,Large,No,Yes,Q3
TXN10988,2024-12-22,993.82,Groceries,Need,BHIM UPI,Blinkit,Blinkit payment,12,December,Sunday,51,Medium,Yes,No,Q4
TXN10162,2024-03-07,4019.25,Shopping,Want,PhonePe,Meesho,Meesho payment,3,March,Thursday,10,Large,No,No,Q1
TXN10717,2024-09-11,2151.85,Bills & Utilities,Need,Paytm,BESCOM,BESCOM payment,9,September,Wednesday,37,Large,No,No,Q3
TXN10152,2024-03-04,164.52,Food & Dining,Need,BHIM UPI,Zomato,Zomato payment,3,March,Monday,10,Small,No,No,Q1
TXN10696,2024-09-06,2193.06,Bills & Utilities,Need,BHIM UPI,BESCOM,No Description,9,September,Friday,36,Large,No,No,Q3
TXN10715,2024-09-11,571.33,Food & Dining,Need,Amazon Pay,McDonald's,McDonald's payment,9,September,Wednesday,37,Medium,No,No,Q3
TXN10928,2024-11-26,684.91,Bills & Utilities,Need,Amazon Pay,Jio,Jio payment,11,November,Tuesday,48,Medium,No,No,Q4
TXN10111,2024-02-14,566.92,Transport,Need,PhonePe,Rapido,Rapido payment,2,February,Wednesday,7,Medium,No,No,Q1
TXN10226,2024-04-07,1102.67,Travel,Want,GPay,OYO,OYO payment,4,April,Sunday,14,Medium,Yes,No,Q2
TXN10703,2024-09-08,251.68,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,9,September,Sunday,36,Small,Yes,No,Q3
TXN10103,2024-02-10,8191.22,Education,Need,Amazon Pay,Books & Stationery,Books & Stationery payment,2,February,Saturday,6,Large,Yes,Yes,Q1
TXN10421,2024-06-15,832.71,Food & Dining,Need,GPay,Zomato,Zomato payment,6,June,Saturday,24,Medium,Yes,No,Q2
TXN10419,2024-06-14,1229.4,Shopping,Want,PhonePe,Myntra,Myntra payment,6,June,Friday,24,Medium,No,No,Q2
TXN10848,2024-10-26,1254.11,Education,Need,Paytm,Unacademy,No Description,10,October,Saturday,43,Medium,Yes,No,Q4
TXN10586,2024-07-28,3123.6,Bills & Utilities,Need,Paytm,Tata Sky,Tata Sky payment,7,July,Sunday,30,Large,Yes,No,Q3
TXN10796,2024-10-09,2080.37,Groceries,Need,PhonePe,BigBasket,BigBasket payment,10,October,Wednesday,41,Large,No,No,Q4
TXN10672,2024-08-25,3487.02,Shopping,Want,Paytm,Myntra,Myntra payment,8,August,Sunday,34,Large,Yes,No,Q3
TXN10119,2024-02-17,823.1,Food & Dining,Need,GPay,McDonald's,McDonald's payment,2,February,Saturday,7,Medium,Yes,No,Q1
TXN10053,2024-01-21,613.12,Food & Dining,Need,GPay,Dominos,Dominos payment,1,January,Sunday,3,Medium,Yes,No,Q1
TXN10151,2024-03-02,3279.1,Travel,Want,PhonePe,IRCTC,IRCTC payment,3,March,Saturday,9,Large,Yes,No,Q1
TXN10403,2024-06-09,1705.78,Groceries,Need,GPay,DMart,DMart payment,6,June,Sunday,23,Medium,Yes,No,Q2
TXN10963,2024-12-10,22.99,Transport,Need,GPay,Ola,Ola payment,12,December,Tuesday,50,Small,No,No,Q4
TXN10207,2024-04-01,567.26,Transport,Need,GPay,RedBus,RedBus payment,4,April,Monday,14,Medium,No,No,Q2
TXN10658,2024-08-22,183.59,Food & Dining,Need,Paytm,Zomato,Zomato payment,8,August,Thursday,34,Small,No,No,Q3
TXN10778,2024-10-02,2607.08,Groceries,Need,PhonePe,BigBasket,BigBasket payment,10,October,Wednesday,40,Large,No,No,Q4
TXN10008,2024-01-05,1734.37,Miscellaneous,Want,GPay,Temple,Temple payment,1,January,Friday,1,Medium,No,No,Q1
TXN10824,2024-10-19,1810.49,Miscellaneous,Want,Paytm,Donation,Donation payment,10,October,Saturday,42,Medium,Yes,No,Q4
TXN10036,2024-01-14,3811.05,Bills & Utilities,Need,GPay,Tata Sky,Tata Sky payment,1,January,Sunday,2,Large,Yes,No,Q1
TXN10452,2024-06-22,472.49,Transport,Need,PhonePe,Local Auto,Local Auto payment,6,June,Saturday,25,Small,Yes,No,Q2
TXN10651,2024-08-19,6551.65,Groceries,Need,Amazon Pay,Zepto,Zepto payment,8,August,Monday,34,Large,No,No,Q3
TXN10253,2024-04-15,372.59,Groceries,Need,Paytm,Zepto,Zepto payment,4,April,Monday,16,Small,No,No,Q2
TXN10303,2024-05-06,3191.05,Shopping,Want,PhonePe,Amazon,Amazon payment,5,May,Monday,19,Large,No,No,Q2
TXN10762,2024-09-25,443.02,Food & Dining,Need,Paytm,Dominos,Dominos payment,9,September,Wednesday,39,Small,No,No,Q3
TXN10571,2024-07-25,496.23,Food & Dining,Need,PhonePe,Dominos,Dominos payment,7,July,Thursday,30,Small,No,No,Q3
TXN10623,2024-08-12,589.39,Groceries,Need,PhonePe,Reliance Fresh,Reliance Fresh payment,8,August,Monday,33,Medium,No,No,Q3
TXN10858,2024-11-01,2664.04,Shopping,Want,Amazon Pay,Ajio,Ajio payment,11,November,Friday,44,Large,No,No,Q4
TXN10758,2024-09-23,717.39,Groceries,Need,PhonePe,BigBasket,BigBasket payment,9,September,Monday,39,Medium,No,No,Q3
TXN10262,2024-04-20,303.02,Entertainment,Want,PhonePe,Netflix,Netflix payment,4,April,Saturday,16,Small,Yes,No,Q2
TXN10610,2024-08-08,2001.83,Health & Medical,Need,PhonePe,Local Clinic,Local Clinic payment,8,August,Thursday,32,Large,No,No,Q3
TXN10297,2024-05-05,1723.68,Miscellaneous,Want,GPay,ATM Withdrawal,ATM Withdrawal payment,5,May,Sunday,18,Medium,Yes,No,Q2
TXN10414,2024-06-12,486.49,Transport,Need,PhonePe,Ola,Ola payment,6,June,Wednesday,24,Small,No,No,Q2
TXN10150,2024-03-02,51.1,Transport,Need,PhonePe,IRCTC,IRCTC payment,3,March,Saturday,9,Small,Yes,No,Q1
TXN10861,2024-11-03,385.79,Subscriptions,Want,GPay,Netflix,Netflix payment,11,November,Sunday,44,Small,Yes,No,Q4
TXN10640,2024-08-16,171.53,Transport,Need,Paytm,IRCTC,IRCTC payment,8,August,Friday,33,Small,No,No,Q3
TXN10906,2024-11-16,184.57,Miscellaneous,Want,PhonePe,Donation,Donation payment,11,November,Saturday,46,Small,Yes,No,Q4
TXN10550,2024-07-19,1526.77,Groceries,Need,GPay,Blinkit,No Description,7,July,Friday,29,Medium,No,No,Q3
TXN10807,2024-10-13,1709.7,Groceries,Need,Paytm,Local Kirana,Local Kirana payment,10,October,Sunday,41,Medium,Yes,No,Q4
TXN10488,2024-07-03,1525.56,Miscellaneous,Want,Paytm,Repair Shop,Repair Shop payment,7,July,Wednesday,27,Medium,No,No,Q3
TXN10710,2024-09-09,1166.63,Groceries,Need,PhonePe,Local Kirana,Local Kirana payment,9,September,Monday,37,Medium,No,No,Q3
TXN10147,2024-02-28,303.45,Transport,Need,GPay,Ola,Ola payment,2,February,Wednesday,9,Small,No,No,Q1
TXN10146,2024-02-28,1772.43,Groceries,Need,Paytm,DMart,DMart payment,2,February,Wednesday,9,Medium,No,No,Q1
TXN10736,2024-09-16,738.38,Food & Dining,Need,PhonePe,Local Dhaba,Local Dhaba payment,9,September,Monday,38,Medium,No,No,Q3
TXN10949,2024-12-05,427.91,Transport,Need,Paytm,RedBus,RedBus payment,12,December,Thursday,49,Small,No,No,Q4
TXN10755,2024-09-22,1640.57,Miscellaneous,Want,GPay,Repair Shop,Repair Shop payment,9,September,Sunday,38,Medium,Yes,No,Q3
TXN10659,2024-08-22,266.48,Food & Dining,Need,GPay,Swiggy,Swiggy payment,8,August,Thursday,34,Small,No,No,Q3
TXN10348,2024-05-22,2713.55,Travel,Want,Paytm,MakeMyTrip,MakeMyTrip payment,5,May,Wednesday,21,Large,No,No,Q2
TXN10463,2024-06-24,7613.65,Education,Need,PhonePe,Books & Stationery,Books & Stationery payment,6,June,Monday,26,Large,No,Yes,Q2
TXN10325,2024-05-15,829.29,Bills & Utilities,Need,Paytm,BESCOM,BESCOM payment,5,May,Wednesday,20,Medium,No,No,Q2
TXN10186,2024-03-19,133.96,Entertainment,Want,GPay,PVR Cinemas,PVR Cinemas payment,3,March,Tuesday,12,Small,No,No,Q1
TXN10123,2024-02-19,652.43,Food & Dining,Need,Paytm,Zomato,Zomato payment,2,February,Monday,8,Medium,No,No,Q1
TXN10870,2024-11-04,2019.27,Groceries,Need,PhonePe,Zepto,Zepto payment,11,November,Monday,45,Large,No,No,Q4
TXN10608,2024-08-07,333.04,Food & Dining,Need,PhonePe,Zomato,Zomato payment,8,August,Wednesday,32,Small,No,No,Q3
TXN10143,2024-02-28,353.39,Transport,Need,PhonePe,IRCTC,IRCTC payment,2,February,Wednesday,9,Small,No,No,Q1
TXN10978,2024-12-18,1961.19,Health & Medical,Need,GPay,1mg,1mg payment,12,December,Wednesday,51,Medium,No,No,Q4
TXN10197,2024-03-23,8117.53,Travel,Want,PhonePe,IRCTC,IRCTC payment,3,March,Saturday,12,Large,Yes,Yes,Q1
TXN10609,2024-08-08,1319.08,Health & Medical,Need,PhonePe,Fortis Hospital,Fortis Hospital payment,8,August,Thursday,32,Medium,No,No,Q3
TXN10279,2024-04-25,222.25,Transport,Need,GPay,IRCTC,IRCTC payment,4,April,Thursday,17,Small,No,No,Q2
TXN10293,2024-05-04,2115.08,Miscellaneous,Want,BHIM UPI,Gift,Gift payment,5,May,Saturday,18,Large,Yes,No,Q2
TXN10400,2024-06-09,2360.34,Shopping,Want,GPay,Nykaa,Nykaa payment,6,June,Sunday,23,Large,Yes,No,Q2
TXN10122,2024-02-18,4581.28,Education,Need,PhonePe,Unacademy,Unacademy payment,2,February,Sunday,7,Large,Yes,No,Q1
TXN10183,2024-03-18,391.51,Transport,Need,PhonePe,Uber,Uber payment,3,March,Monday,12,Small,No,No,Q1
TXN10202,2024-03-25,251.48,Food & Dining,Need,PhonePe,Swiggy,Swiggy payment,3,March,Monday,13,Small,No,No,Q1
TXN10438,2024-06-20,163.81,Entertainment,Want,Amazon Pay,PVR Cinemas,PVR Cinemas payment,6,June,Thursday,25,Small,No,No,Q2
TXN10246,2024-04-14,415.51,Shopping,Want,GPay,Meesho,Meesho payment,4,April,Sunday,15,Small,Yes,No,Q2
TXN10415,2024-06-12,4303.89,Shopping,Want,PhonePe,Myntra,Myntra payment,6,June,Wednesday,24,Large,No,No,Q2
TXN10792,2024-10-07,452.1,Bills & Utilities,Need,Amazon Pay,MPPKVVCL,MPPKVVCL payment,10,October,Monday,41,Small,No,No,Q4
TXN10781,2024-10-03,245.67,Transport,Need,Paytm,RedBus,RedBus payment,10,October,Thursday,40,Small,No,No,Q4
TXN10923,2024-11-22,1739.77,Bills & Utilities,Need,PhonePe,LPG Booking,LPG Booking payment,11,November,Friday,47,Medium,No,No,Q4
TXN10784,2024-10-03,1853.3,Groceries,Need,GPay,Reliance Fresh,Reliance Fresh payment,10,October,Thursday,40,Medium,No,No,Q4
TXN10904,2024-11-15,1745.0,Groceries,Need,PhonePe,Zepto,Zepto payment,11,November,Friday,46,Medium,No,No,Q4
TXN10129,2024-02-21,1510.49,Transport,Need,PhonePe,RedBus,RedBus payment,2,February,Wednesday,8,Medium,No,No,Q1
TXN10637,2024-08-16,3739.42,Shopping,Want,GPay,Meesho,Meesho payment,8,August,Friday,33,Large,No,No,Q3
TXN10402,2024-06-09,460.68,Transport,Need,Paytm,Rapido,Rapido payment,6,June,Sunday,23,Small,Yes,No,Q2
TXN10800,2024-10-10,2289.87,Shopping,Want,GPay,Amazon,Amazon payment,10,October,Thursday,41,Large,No,No,Q4
TXN10786,2024-10-03,160.08,Miscellaneous,Want,GPay,Gift,Gift payment,10,October,Thursday,40,Small,No,No,Q4
TXN10735,2024-09-15,3149.61,Groceries,Need,GPay,Local Kirana,Local Kirana payment,9,September,Sunday,37,Large,Yes,No,Q3
TXN10930,2024-11-26,3513.48,Travel,Want,GPay,MakeMyTrip,MakeMyTrip payment,11,November,Tuesday,48,Large,No,No,Q4
TXN10219,2024-04-04,376.18,Transport,Need,PhonePe,Local Auto,Local Auto payment,4,April,Thursday,14,Small,No,No,Q2
TXN10641,2024-08-16,3449.03,Bills & Utilities,Need,Amazon Pay,Tata Sky,Tata Sky payment,8,August,Friday,33,Large,No,No,Q3
TXN10932,2024-11-26,183.7,Food & Dining,Need,GPay,Swiggy,Swiggy payment,11,November,Tuesday,48,Small,No,No,Q4
TXN10852,2024-10-27,8161.9,Travel,Want,GPay,MakeMyTrip,MakeMyTrip payment,10,October,Sunday,43,Large,Yes,Yes,Q4
TXN10823,2024-10-18,1812.27,Groceries,Need,GPay,Blinkit,Blinkit payment,10,October,Friday,42,Medium,No,No,Q4
TXN10937,2024-11-27,716.8,Education,Need,Paytm,Udemy,Udemy payment,11,November,Wednesday,48,Medium,No,No,Q4
TXN10624,2024-08-12,562.45,Food & Dining,Need,GPay,Swiggy,Swiggy payment,8,August,Monday,33,Medium,No,No,Q3
TXN10855,2024-10-27,2686.04,Groceries,Need,BHIM UPI,Local Kirana,Local Kirana payment,10,October,Sunday,43,Large,Yes,No,Q4
TXN10950,2024-12-05,583.78,Subscriptions,Want,BHIM UPI,iCloud,iCloud payment,12,December,Thursday,49,Medium,No,No,Q4
TXN10386,2024-06-05,1954.53,Groceries,Need,Paytm,BigBasket,BigBasket payment,6,June,Wednesday,23,Medium,No,No,Q2
TXN10992,2024-12-25,1373.84,Shopping,Want,GPay,Nykaa,Nykaa payment,12,December,Wednesday,52,Medium,No,No,Q4
TXN10509,2024-07-08,1265.89,Bills & Utilities,Need,GPay,Jio,Jio payment,7,July,Monday,28,Medium,No,No,Q3
TXN10267,2024-04-21,1417.24,Shopping,Want,Paytm,Myntra,Myntra payment,4,April,Sunday,16,Medium,Yes,No,Q2
TXN10836,2024-10-22,2990.87,Groceries,Need,Amazon Pay,Local Kirana,Local Kirana payment,10,October,Tuesday,43,Large,No,No,Q4
TXN10441,2024-06-20,483.08,Miscellaneous,Want,PhonePe,ATM Withdrawal,ATM Withdrawal payment,6,June,Thursday,25,Small,No,No,Q2
TXN10496,2024-07-05,128.01,Food & Dining,Need,BHIM UPI,Zomato,Zomato payment,7,July,Friday,27,Small,No,No,Q3
TXN10112,2024-02-15,481.03,Food & Dining,Need,PhonePe,Swiggy,No Description,2,February,Thursday,7,Small,No,No,Q1
TXN10691,2024-09-02,3768.99,Education,Need,GPay,Books & Stationery,Books & Stationery payment,9,September,Monday,36,Large,No,No,Q3
TXN10232,2024-04-09,181.99,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,4,April,Tuesday,15,Small,No,No,Q2
TXN10886,2024-11-10,1322.45,Entertainment,Want,BHIM UPI,YouTube Premium,YouTube Premium payment,11,November,Sunday,45,Medium,Yes,No,Q4
TXN10607,2024-08-07,552.01,Transport,Need,GPay,Rapido,Rapido payment,8,August,Wednesday,32,Medium,No,No,Q3
TXN10671,2024-08-25,831.9,Education,Need,Paytm,College Fees,College Fees payment,8,August,Sunday,34,Medium,Yes,No,Q3
TXN10373,2024-06-02,740.45,Food & Dining,Need,Amazon Pay,Zomato,Zomato payment,6,June,Sunday,22,Medium,Yes,No,Q2
TXN10233,2024-04-10,1886.75,Miscellaneous,Want,PhonePe,ATM Withdrawal,ATM Withdrawal payment,4,April,Wednesday,15,Medium,No,No,Q2
TXN10801,2024-10-10,357.34,Subscriptions,Want,GPay,iCloud,iCloud payment,10,October,Thursday,41,Small,No,No,Q4
TXN10676,2024-08-26,779.58,Shopping,Want,GPay,Meesho,Meesho payment,8,August,Monday,35,Medium,No,No,Q3
TXN10317,2024-05-13,5721.27,Travel,Want,GPay,Goibibo,Goibibo payment,5,May,Monday,20,Large,No,No,Q2
TXN10648,2024-08-18,1716.69,Groceries,Need,GPay,Zepto,Zepto payment,8,August,Sunday,33,Medium,Yes,No,Q3
TXN10410,2024-06-11,299.63,Transport,Need,Paytm,Rapido,Rapido payment,6,June,Tuesday,24,Small,No,No,Q2
TXN10915,2024-11-20,592.03,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,11,November,Wednesday,47,Medium,No,No,Q4
TXN10709,2024-09-08,4230.04,Shopping,Want,BHIM UPI,Nykaa,Nykaa payment,9,September,Sunday,36,Large,Yes,No,Q3
TXN10358,2024-05-25,179.99,Entertainment,Want,PhonePe,Hotstar,Hotstar payment,5,May,Saturday,21,Small,Yes,No,Q2
TXN10258,2024-04-19,116.96,Transport,Need,GPay,Uber,Uber payment,4,April,Friday,16,Small,No,No,Q2
TXN10744,2024-09-18,712.39,Food & Dining,Need,GPay,Zomato,Zomato payment,9,September,Wednesday,38,Medium,No,No,Q3
TXN10627,2024-08-13,2235.8,Shopping,Want,BHIM UPI,Meesho,Meesho payment,8,August,Tuesday,33,Large,No,No,Q3
TXN10632,2024-08-14,524.21,Subscriptions,Want,Paytm,iCloud,iCloud payment,8,August,Wednesday,33,Medium,No,No,Q3
TXN10282,2024-04-27,638.23,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,4,April,Saturday,17,Medium,Yes,No,Q2
TXN10376,2024-06-03,613.83,Food & Dining,Need,Paytm,Zomato,Zomato payment,6,June,Monday,23,Medium,No,No,Q2
TXN10384,2024-06-05,721.13,Entertainment,Want,PhonePe,Spotify,Spotify payment,6,June,Wednesday,23,Medium,No,No,Q2
TXN10224,2024-04-05,151.73,Subscriptions,Want,Amazon Pay,LinkedIn Premium,LinkedIn Premium payment,4,April,Friday,14,Small,No,No,Q2
TXN10965,2024-12-12,375.96,Groceries,Need,PhonePe,BigBasket,BigBasket payment,12,December,Thursday,50,Small,No,No,Q4
TXN10472,2024-06-26,391.7,Groceries,Need,GPay,BigBasket,BigBasket payment,6,June,Wednesday,26,Small,No,No,Q2
TXN10347,2024-05-21,645.58,Food & Dining,Need,Amazon Pay,Cafe Coffee Day,Cafe Coffee Day payment,5,May,Tuesday,21,Medium,No,No,Q2
TXN10505,2024-07-07,2786.93,Health & Medical,Need,PhonePe,1mg,1mg payment,7,July,Sunday,27,Large,Yes,No,Q3
TXN10639,2024-08-16,1890.7,Groceries,Need,BHIM UPI,Zepto,Zepto payment,8,August,Friday,33,Medium,No,No,Q3
TXN10797,2024-10-09,1897.45,Bills & Utilities,Need,Paytm,LPG Booking,LPG Booking payment,10,October,Wednesday,41,Medium,No,No,Q4
TXN10946,2024-12-04,1960.3,Miscellaneous,Want,Paytm,Donation,Donation payment,12,December,Wednesday,49,Medium,No,No,Q4
TXN10922,2024-11-21,2102.7,Health & Medical,Need,BHIM UPI,Medplus,Medplus payment,11,November,Thursday,47,Large,No,No,Q4
TXN10619,2024-08-12,1186.32,Miscellaneous,Want,PhonePe,Salon,Salon payment,8,August,Monday,33,Medium,No,No,Q3
TXN10872,2024-11-06,585.87,Food & Dining,Need,Amazon Pay,McDonald's,No Description,11,November,Wednesday,45,Medium,No,No,Q4
TXN10820,2024-10-17,840.96,Subscriptions,Want,Paytm,LinkedIn Premium,LinkedIn Premium payment,10,October,Thursday,42,Medium,No,No,Q4
TXN10645,2024-08-18,1649.84,Shopping,Want,PhonePe,Myntra,Myntra payment,8,August,Sunday,33,Medium,Yes,No,Q3
TXN10863,2024-11-03,186.21,Food & Dining,Need,GPay,Zomato,Zomato payment,11,November,Sunday,44,Small,Yes,No,Q4
TXN10556,2024-07-21,3119.86,Groceries,Need,PhonePe,Zepto,Zepto payment,7,July,Sunday,29,Large,Yes,No,Q3
TXN10977,2024-12-18,500.86,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,12,December,Wednesday,51,Medium,No,No,Q4
